name, nitg, filter, code, refpnt, top, bottom, logger, refpnt, depth, baro, file, begin, end, days, points
31AP0109,B31A0109,4,B31A0109/004,-0.938,69.82,71.82,P0252,-0.938,5.08,"Meteostation Valkenburg  - P","31ap0109-004_160329081732_P0252.MON",18-04-2013 09:00,12-09-2013 14:00,147,3534
31AP0110,B31A0110,1,B31A0110/001,-3.776,4.59,6.59,H6614,-3.776,5.0,"Meteostation Schiphol  - P","b31a0110-001_H6614_160331160717.MON",15-12-2015 05:00,31-03-2016 14:00,107,2578
31AP0110,B31A0110,1,B31A0110/001,-3.776,4.59,6.59,H6614,-3.776,5.04,"Meteostation Schiphol  - P","b31a0110-001_160708184010_H6614.MON",31-03-2016 15:00,08-07-2016 16:00,99,2378
31AP0110,B31A0110,1,B31A0110/001,-3.776,4.59,6.59,H6614,-3.776,5.04,"Meteostation Schiphol  - P","b31a0110-001_161020183224_H6614.MON",08-07-2016 17:00,20-10-2016 16:00,103,2496
31AP0110,B31A0110,1,B31A0110/001,-3.776,4.59,6.59,H6614,-3.776,5.04,"Meteostation Schiphol  - P","b31a0110-001_170120164453_H6614.MON",20-10-2016 17:00,20-01-2017 15:00,91,2207
31AP0110,B31A0110,2,B31A0110/002,-3.778,16.43,18.43,H6355,-3.778,5.08,"Meteostation Schiphol  - P","b31a0110-002_H6355_160331160947.MON",15-12-2015 05:00,31-03-2016 14:00,107,2578
31AP0110,B31A0110,2,B31A0110/002,-3.778,16.43,18.43,H6355,-3.778,5.04,"Meteostation Schiphol  - P","b31a0110-002_160708184127_H6355.MON",31-03-2016 15:00,08-07-2016 16:00,99,2378
31AP0110,B31A0110,2,B31A0110/002,-3.778,16.43,18.43,H6355,-3.778,5.04,"Meteostation Schiphol  - P","b31a0110-002_161020183349_H6355.MON",08-07-2016 17:00,20-10-2016 16:00,103,2496
31AP0110,B31A0110,2,B31A0110/002,-3.778,16.43,18.43,H6355,-3.778,5.04,"Meteostation Schiphol  - P","b31a0110-002_170120164545_H6355.MON",20-10-2016 17:00,20-01-2017 15:00,91,2207
31AP0110,B31A0110,3,B31A0110/003,-3.796,28.27,30.27,P5929,-3.796,5.02,"Meteostation Schiphol  - P","b31a0110-003_P5929_160331161106.MON",15-12-2015 05:00,31-03-2016 14:00,107,2578
31AP0110,B31A0110,3,B31A0110/003,-3.796,28.27,30.27,P5929,-3.796,5.04,"Meteostation Schiphol  - P","b31a0110-003_160708184233_P5929.MON",31-03-2016 15:00,08-07-2016 16:00,99,2378
31AP0110,B31A0110,3,B31A0110/003,-3.796,28.27,30.27,P5929,-3.796,5.04,"Meteostation Schiphol  - P","b31a0110-003_161020183525_P5929.MON",08-07-2016 17:00,20-10-2016 16:00,103,2496
31AP0110,B31A0110,3,B31A0110/003,-3.796,28.27,30.27,P5929,-3.796,5.04,"Meteostation Schiphol  - P","b31a0110-003_170120164638_P5929.MON",20-10-2016 17:00,20-01-2017 15:00,91,2207
31AP0115,B31A0115,1,B31A0115/001,0.664,26.73,27.73,L5415,0.664,10.07,"Meteostation Schiphol  - P","b31a0115-001_L5415_160331131054.MON",15-12-2015 05:00,31-03-2016 12:00,107,2576
31AP0115,B31A0115,1,B31A0115/001,0.664,26.73,27.73,L5415,0.664,10.07,"Meteostation Schiphol  - P","b31a0115-001_160708162956_L5415.MON",31-03-2016 12:00,08-07-2016 14:00,99,2379
31AP0115,B31A0115,1,B31A0115/001,0.664,26.73,27.73,L5415,0.664,10.07,"Meteostation Schiphol  - P","b31a0115-001_161020163532_L5415.MON",08-07-2016 15:00,20-10-2016 14:00,103,2496
31AP0115,B31A0115,1,B31A0115/001,0.664,26.73,27.73,L5415,0.664,10.07,"Meteostation Schiphol  - P","b31a0115-001_170120152144_L5415.MON",20-10-2016 15:00,20-01-2017 14:00,91,2208
31AP0123,B31A0123,1,B31A0123/001,1.024,5.0,6.0,F0744,1.024,4.08,"Meteostation Valkenburg  - P","31AP0123-001.MON",14-03-2012 13:00,18-04-2013 06:00,399,9594
31AP0123,B31A0123,1,B31A0123/001,1.024,5.0,6.0,F0744,1.024,4.08,"Meteostation Valkenburg  - P","31AP0123-001.MON",18-04-2013 07:00,05-09-2013 09:00,140,3363
31AP0123,B31A0123,1,B31A0123/001,1.024,5.0,6.0,F0744,1.024,4.08,"Meteostation Valkenburg  - P","31ap0123-001_140202224036_F0744.MON",05-09-2013 10:00,29-01-2014 08:00,145,3503
31AP0123,B31A0123,1,B31A0123/001,1.024,5.0,6.0,F0744,1.024,4.08,"Meteostation Valkenburg  - P","31ap0123-001.MON",29-01-2014 09:00,31-05-2014 08:00,121,2928
31AP0123,B31A0123,1,B31A0123/001,1.024,5.0,6.0,F0744,1.024,4.08,"Meteostation Valkenburg  - P","31ap0123-001.MON",31-05-2014 09:00,07-10-2014 13:00,129,3101
31AP0123,B31A0123,1,B31A0123/001,1.024,5.0,6.0,F0744,1.024,4.08,"Meteostation Valkenburg  - P","31ap0123-001_150319112029_F0744.MON",07-10-2014 14:00,19-03-2015 10:00,162,3909
31AP0123,B31A0123,1,B31A0123/001,1.024,5.0,6.0,F0744,1.024,4.08,"Meteostation Valkenburg  - P","31ap0123-001_F0744_160331140737.MON",08-10-2015 12:00,31-03-2016 12:00,175,4201
31AP0123,B31A0123,1,B31A0123/001,1.024,5.0,6.0,F0744,1.024,4.08,"Meteostation Valkenburg  - P","b31a0123-001_160708164846_F0744.MON",31-03-2016 13:00,08-07-2016 14:00,99,2378
31AP0123,B31A0123,1,B31A0123/001,1.024,5.0,6.0,F0744,1.024,4.08,"Meteostation Valkenburg  - P","b31a0123-001_161020165344_F0744.MON",08-07-2016 15:00,20-10-2016 14:00,103,2496
31AP0123,B31A0123,1,B31A0123/001,1.024,5.0,6.0,F0744,1.024,4.08,"Meteostation Valkenburg  - P","b31a0123-001_170120154145_F0744.MON",20-10-2016 15:00,20-01-2017 14:00,91,2208
31AP0123,B31A0123,2,B31A0123/002,1.014,16.93,18.93,N2809,1.014,10.097,"Meteostation Valkenburg  - P","31AP0123-002.MON",18-04-2013 07:00,05-09-2013 09:00,140,3363
31AP0123,B31A0123,2,B31A0123/002,1.014,16.93,18.93,N2809,1.014,10.097,"Meteostation Valkenburg  - P","31ap0123-002_140202224036_N2809.MON",05-09-2013 10:00,29-01-2014 08:00,145,3503
31AP0123,B31A0123,2,B31A0123/002,1.014,16.93,18.93,N2809,1.014,10.097,"Meteostation Valkenburg  - P","31ap0123-002.MON",29-01-2014 09:00,31-05-2014 08:00,121,2928
31AP0123,B31A0123,2,B31A0123/002,1.014,16.93,18.93,N2809,1.014,10.097,"Meteostation Valkenburg  - P","31ap0123-002.MON",31-05-2014 09:00,07-10-2014 13:00,129,3101
31AP0123,B31A0123,2,B31A0123/002,1.014,16.93,18.93,N2809,1.014,10.05,"Meteostation Valkenburg  - P","31ap0123-002_150319112658_N2809.MON",07-10-2014 14:00,19-03-2015 10:00,162,3909
31AP0123,B31A0123,2,B31A0123/002,1.014,16.93,18.93,N2809,1.014,10.05,"Meteostation Valkenburg  - P","31ap0123-002_N2809_160331141240.MON",08-10-2015 12:00,31-03-2016 12:00,175,4201
31AP0123,B31A0123,2,B31A0123/002,1.014,16.93,18.93,N2809,1.014,10.05,"Meteostation Valkenburg  - P","b31a0123-002_160708164653_N2809.MON",31-03-2016 13:00,08-07-2016 14:00,99,2378
31AP0123,B31A0123,2,B31A0123/002,1.014,16.93,18.93,N2809,1.014,10.05,"Meteostation Valkenburg  - P","b31a0123-002_161020165456_N2809.MON",08-07-2016 15:00,20-10-2016 14:00,103,2496
31AP0123,B31A0123,2,B31A0123/002,1.014,16.93,18.93,N2809,1.014,10.05,"Meteostation Valkenburg  - P","b31a0123-002_170120154805_N2809.MON",20-10-2016 15:00,20-01-2017 14:00,91,2208
31AP0123,B31A0123,3,B31A0123/003,1.03,33.92,35.92,P0254,1.03,10.09,"Meteostation Valkenburg  - P","31AP0123-003.MON",18-04-2013 07:00,05-09-2013 09:00,140,3363
31AP0123,B31A0123,3,B31A0123/003,1.03,33.92,35.92,P0254,1.03,10.09,"Meteostation Valkenburg  - P","31ap0123-003_140202224037_P0254.MON",05-09-2013 10:00,29-01-2014 08:00,145,3503
31AP0123,B31A0123,3,B31A0123/003,1.03,33.92,35.92,P0254,1.03,10.09,"Meteostation Valkenburg  - P","31ap0123-003.MON",29-01-2014 09:00,31-05-2014 08:00,121,2928
31AP0123,B31A0123,3,B31A0123/003,1.03,33.92,35.92,P0254,1.03,10.09,"Meteostation Valkenburg  - P","31ap0123-003.MON",31-05-2014 09:00,07-10-2014 13:00,129,3101
31AP0123,B31A0123,3,B31A0123/003,1.03,33.92,35.92,P0254,1.03,10.09,"Meteostation Valkenburg  - P","31ap0123-003_150319112301_P0254.MON",07-10-2014 14:00,19-03-2015 10:00,162,3909
31AP0123,B31A0123,3,B31A0123/003,1.03,33.92,35.92,P0254,1.03,10.09,"Meteostation Valkenburg  - P","31ap0123-003_P0254_151118141535.MON",18-06-2015 14:00,18-11-2015 13:00,152,3672
31AP0123,B31A0123,4,B31A0123/004,0.97,72.51,74.51,P0245,0.97,10.095,"Meteostation Valkenburg  - P","31AP0123-004.MON",18-04-2013 07:00,05-09-2013 09:00,140,3363
31AP0123,B31A0123,5,B31A0123/005,1.0,88.28,90.28,P0248,1.0,10.096,"Meteostation Valkenburg  - P","31AP0123-005.MON",18-04-2013 08:00,05-09-2013 09:00,140,3362
31BP0119,B31B0119,1,B31B0119/001,0.115,4.97,6.97,P0251,0.115,2.55,"Meteostation Schiphol  - P","31BP0119-001.MON",18-04-2013 10:00,12-09-2013 15:00,147,3534
31BP0119,B31B0119,1,B31B0119/001,0.115,4.97,6.97,P0251,0.115,2.55,"Meteostation Schiphol  - P","31bp0119-001_140202224037_P0251.MON",12-09-2013 16:00,29-01-2014 09:00,138,3330
31BP0119,B31B0119,1,B31B0119/001,0.115,4.97,6.97,P0251,0.115,2.55,"Meteostation Schiphol  - P","31bp0119-001.MON",29-01-2014 10:00,31-05-2014 09:00,121,2928
31BP0119,B31B0119,1,B31B0119/001,0.115,4.97,6.97,P0251,0.115,2.55,"Meteostation Schiphol  - P","31bp0119-001.MON",31-05-2014 10:00,07-10-2014 15:00,129,3102
31BP0119,B31B0119,1,B31B0119/001,0.115,4.97,6.97,P0251,0.115,2.55,"Meteostation Schiphol  - P","31bp0119-001_150319100821_P0251.MON",07-10-2014 16:00,19-03-2015 09:00,162,3906
31BP0119,B31B0119,1,B31B0119/001,0.115,4.97,6.97,P5969,0.115,2.55,"Meteostation Schiphol  - P","b31b0119-001_160708193450_P5969.MON",31-03-2016 15:00,08-07-2016 17:00,99,2379
31BP0119,B31B0119,1,B31B0119/001,0.115,4.97,6.97,P5969,0.115,2.55,"Meteostation Schiphol  - P","b31b0119-001_161020191126_P5969.MON",08-07-2016 18:00,20-10-2016 17:00,103,2496
31BP0119,B31B0119,1,B31B0119/001,0.115,4.97,6.97,P5969,0.115,2.55,"Meteostation Schiphol  - P","b31b0119-001_170120160805_P5969.MON",20-10-2016 18:00,20-01-2017 15:00,91,2206
31BP0119,B31B0119,2,B31B0119/002,0.243,13.93,15.93,F1023,0.243,10.094,"Meteostation Schiphol  - P","31BP0119-002.MON",14-03-2012 13:00,18-04-2013 09:00,399,9597
31BP0119,B31B0119,2,B31B0119/002,0.243,13.93,15.93,F1023,0.243,10.094,"Meteostation Schiphol  - P","31BP0119-002.MON",18-04-2013 10:00,12-09-2013 15:00,147,3534
31BP0119,B31B0119,2,B31B0119/002,0.243,13.93,15.93,F1023,0.243,10.094,"Meteostation Schiphol  - P","31bp0119-002_140202224037_F1023.MON",12-09-2013 16:00,29-01-2014 09:00,138,3330
31BP0119,B31B0119,2,B31B0119/002,0.243,13.93,15.93,F1023,0.243,10.094,"Meteostation Schiphol  - P","31bp0119-002.MON",29-01-2014 10:00,31-05-2014 09:00,121,2928
31BP0119,B31B0119,2,B31B0119/002,0.243,13.93,15.93,F1023,0.243,10.094,"Meteostation Schiphol  - P","31bp0119-002.MON",31-05-2014 10:00,07-10-2014 15:00,129,3102
31BP0119,B31B0119,2,B31B0119/002,0.243,13.93,15.93,F1023,0.243,10.094,"Meteostation Schiphol  - P","31bp0119-002_150319101101_F1023.MON",07-10-2014 16:00,19-03-2015 09:00,162,3906
31BP0119,B31B0119,2,B31B0119/002,0.243,13.93,15.93,F1023,0.243,10.04,"Meteostation Schiphol  - P","31bp0119-002_F1023_160331165823.MON",08-10-2015 12:00,31-03-2016 14:00,175,4203
31BP0119,B31B0119,2,B31B0119/002,0.243,13.93,15.93,F1023,0.243,10.04,"Meteostation Schiphol  - P","b31b0119-002_160708193557_F1023.MON",31-03-2016 16:00,08-07-2016 17:00,99,2378
31BP0119,B31B0119,2,B31B0119/002,0.243,13.93,15.93,F1023,0.243,10.04,"Meteostation Schiphol  - P","b31b0119-002_161020191242_F1023.MON",08-07-2016 18:00,20-10-2016 17:00,103,2496
31BP0119,B31B0119,2,B31B0119/002,0.243,13.93,15.93,F1023,0.243,10.04,"Meteostation Schiphol  - P","b31b0119-002_170120160919_F1023.MON",20-10-2016 18:00,20-01-2017 15:00,91,2206
31BP0119,B31B0119,3,B31B0119/003,0.24,25.92,27.92,H6552,0.24,10.095,"Meteostation Schiphol  - P","31BP0119-003.MON",14-03-2012 13:00,18-04-2013 09:00,399,9597
31BP0119,B31B0119,3,B31B0119/003,0.24,25.92,27.92,H6552,0.24,10.095,"Meteostation Schiphol  - P","31BP0119-003.MON",18-04-2013 10:00,12-09-2013 15:00,147,3534
31BP0119,B31B0119,3,B31B0119/003,0.24,25.92,27.92,H6552,0.24,10.095,"Meteostation Schiphol  - P","31bp0119-003_140202224037_H6552.MON",12-09-2013 16:00,29-01-2014 09:00,138,3330
31BP0119,B31B0119,3,B31B0119/003,0.24,25.92,27.92,H6552,0.24,10.095,"Meteostation Schiphol  - P","31bp0119-003.MON",29-01-2014 10:00,31-03-2014 06:00,60,1461
31BP0119,B31B0119,3,B31B0119/003,0.24,25.92,27.92,C7064,0.24,10.095,"Meteostation Schiphol  - P","31bp0119-003.MON",31-05-2014 10:00,07-10-2014 15:00,129,3102
31BP0119,B31B0119,3,B31B0119/003,0.24,25.92,27.92,C7064,0.24,10.095,"Meteostation Schiphol  - P","31bp0119-003_150319101717_C7064.MON",07-10-2014 16:00,19-03-2015 09:00,162,3906
31BP0119,B31B0119,3,B31B0119/003,0.24,25.92,27.92,C7064,0.24,10.095,"Meteostation Schiphol  - P","31bp0119-003_C7064_151118111217.MON",18-06-2015 16:00,18-11-2015 10:00,152,3667
31BP0119,B31B0119,4,B31B0119/004,0.21,63.92,65.92,H6486,0.21,10.102,"Meteostation Schiphol  - P","31BP0119-004.MON",14-03-2012 13:00,18-04-2013 09:00,399,9597
31BP0119,B31B0119,4,B31B0119/004,0.21,63.92,65.92,H6486,0.21,10.102,"Meteostation Schiphol  - P","31BP0119-004.MON",18-04-2013 11:00,12-09-2013 15:00,147,3533
31BP0119,B31B0119,5,B31B0119/005,0.17,69.88,71.88,H6363,0.17,10.107,"Meteostation Schiphol  - P","31BP0119-005.MON",14-03-2012 13:00,18-04-2013 10:00,399,9598
31BP0119,B31B0119,5,B31B0119/005,0.17,69.88,71.88,H6363,0.17,10.107,"Meteostation Schiphol  - P","31BP0119-005.MON",18-04-2013 11:00,12-09-2013 15:00,147,3533
31CP0190,B31C0190,1,B31C0190/001,-0.743,1.4,3.4,H6699,-0.743,5.055,"Meteostation Valkenburg  - P","31CP0190-001.MON",10-01-2012 13:00,18-04-2013 13:00,464,11137
31CP0190,B31C0190,1,B31C0190/001,-0.743,1.4,3.4,H6699,-0.743,5.055,"Meteostation Valkenburg  - P","31CP0190-001.MON",18-04-2013 15:00,13-09-2013 07:00,147,3545
31CP0190,B31C0190,1,B31C0190/001,-0.743,1.4,3.4,H6699,-0.743,5.055,"Meteostation Valkenburg  - P","31cp0190-001_140202224037_H6699.MON",13-09-2013 08:00,29-01-2014 12:00,138,3317
31CP0190,B31C0190,1,B31C0190/001,-0.743,1.4,3.4,G2961,-0.743,3.05,"Meteostation Valkenburg  - P","31cp0190-001.MON",29-01-2014 13:00,05-06-2014 11:00,126,3047
31CP0190,B31C0190,1,B31C0190/001,-0.743,1.4,3.4,G2961,-0.743,3.05,"Meteostation Valkenburg  - P","31cp0190-001.MON",05-06-2014 12:00,08-10-2014 05:00,124,2994
31CP0190,B31C0190,1,B31C0190/001,-0.743,1.4,3.4,G2961,-0.743,3.05,"Meteostation Valkenburg  - P","31cp0190-001_150319075548_G2961.MON",08-10-2014 06:00,19-03-2015 06:00,162,3889
31CP0190,B31C0190,1,B31C0190/001,-0.743,1.4,3.4,G2961,-0.743,3.05,"Meteostation Valkenburg  - P","31cp0190-001_160331172516_G2961.MON",08-10-2015 11:00,31-03-2016 15:00,175,4205
31CP0190,B31C0190,1,B31C0190/001,-0.743,1.4,3.4,G2961,-0.743,3.05,"Meteostation Valkenburg  - P","b31c0190-001_161021093836_G2961.MON",09-07-2016 07:00,21-10-2016 07:00,104,2497
31CP0190,B31C0190,1,B31C0190/001,-0.743,1.4,3.4,G2961,-0.743,3.05,"Meteostation Valkenburg  - P","b31c0190-001_170120141417_G2961.MON",21-10-2016 08:00,20-01-2017 13:00,91,2190
31CP0190,B31C0190,2,B31C0190/002,-0.698,11.71,13.71,P0250,-0.698,5.082,"Meteostation Valkenburg  - P","31CP0190-002.MON",18-04-2013 15:00,13-09-2013 07:00,147,3545
31CP0190,B31C0190,2,B31C0190/002,-0.698,11.71,13.71,P0250,-0.698,5.082,"Meteostation Valkenburg  - P","31cp0190-002_140202224038_P0250.MON",13-09-2013 08:00,29-01-2014 12:00,138,3317
31CP0190,B31C0190,2,B31C0190/002,-0.698,11.71,13.71,P0250,-0.698,5.082,"Meteostation Valkenburg  - P","31cp0190-002.MON",29-01-2014 13:00,05-06-2014 11:00,126,3047
31CP0190,B31C0190,2,B31C0190/002,-0.698,11.71,13.71,P0250,-0.698,5.082,"Meteostation Valkenburg  - P","31cp0190-002.MON",05-06-2014 12:00,08-10-2014 05:00,124,2994
31CP0190,B31C0190,2,B31C0190/002,-0.698,11.71,13.71,P0250,-0.698,5.082,"Meteostation Valkenburg  - P","31cp0190-002_150319075758_P0250.MON",08-10-2014 06:00,19-03-2015 06:00,162,3889
31CP0190,B31C0190,2,B31C0190/002,-0.698,11.71,13.71,P0250,-0.698,5.082,"Meteostation Valkenburg  - P","31cp0190-002_160331172707_P0250.MON",08-10-2015 11:00,31-03-2016 15:00,175,4205
31CP0190,B31C0190,2,B31C0190/002,-0.698,11.71,13.71,P6039,-0.698,5.082,"Meteostation Valkenburg  - P","b31c0190-002_161021094016_P6039.MON",09-07-2016 07:00,21-10-2016 07:00,104,2497
31CP0190,B31C0190,2,B31C0190/002,-0.698,11.71,13.71,P6039,-0.698,5.082,"Meteostation Valkenburg  - P","b31c0190-002_170120141512_P6039.MON",21-10-2016 08:00,20-01-2017 13:00,91,2190
31CP0190,B31C0190,3,B31C0190/003,-0.72,25.62,27.62,P0258,-0.72,5.08,"Meteostation Valkenburg  - P","31CP0190-003.MON",18-04-2013 15:00,13-09-2013 07:00,147,3545
31CP0190,B31C0190,3,B31C0190/003,-0.72,25.62,27.62,P0258,-0.72,5.08,"Meteostation Valkenburg  - P","31cp0190-003_140202224038_P0258.MON",13-09-2013 08:00,29-01-2014 12:00,138,3317
31CP0190,B31C0190,3,B31C0190/003,-0.72,25.62,27.62,P0258,-0.72,5.08,"Meteostation Valkenburg  - P","31cp0190-003.MON",29-01-2014 13:00,05-06-2014 11:00,126,3047
31CP0190,B31C0190,3,B31C0190/003,-0.72,25.62,27.62,P0258,-0.72,5.08,"Meteostation Valkenburg  - P","31cp0190-003.MON",05-06-2014 12:00,08-10-2014 05:00,124,2994
31CP0190,B31C0190,3,B31C0190/003,-0.72,25.62,27.62,P0258,-0.72,5.08,"Meteostation Valkenburg  - P","31cp0190-003_150319080335_P0258.MON",08-10-2014 06:00,19-03-2015 07:00,162,3890
31CP0190,B31C0190,4,B31C0190/004,-0.74,49.27,51.27,N3057,-0.74,5.083,"Meteostation Valkenburg  - P","31CP0190-004.MON",18-04-2013 15:00,13-09-2013 07:00,147,3545
31CP0190,B31C0190,5,B31C0190/005,-0.76,69.32,71.32,N3056,-0.76,5.082,"Meteostation Valkenburg  - P","31CP0190-005.MON",18-04-2013 15:00,13-09-2013 07:00,147,3545
31CP0234,B31C0234,1,B31C0234/001,-0.42,21.4,23.4,H6371,-0.42,10.085,"Meteostation Rotterdam  - P","31CP0234-001.MON",21-02-2012 13:00,19-04-2013 07:00,422,10147
31CP0234,B31C0234,1,B31C0234/001,-0.42,21.4,23.4,H6371,-0.42,10.085,"Meteostation Rotterdam  - P","31CP0234-001.MON",19-04-2013 08:00,13-09-2013 10:00,147,3531
31CP0234,B31C0234,1,B31C0234/001,-0.42,21.4,23.4,H6371,-0.42,10.085,"Meteostation Rotterdam  - P","31cp0234-001_140202224038_H6371.MON",13-09-2013 11:00,29-01-2014 13:00,138,3315
31CP0234,B31C0234,1,B31C0234/001,-0.42,21.4,23.4,H6371,-0.42,10.085,"Meteostation Rotterdam  - P","31cp0234-001.MON",29-01-2014 14:00,05-06-2014 12:00,126,3047
31CP0234,B31C0234,1,B31C0234/001,-0.42,21.4,23.4,H6371,-0.42,10.06,"Meteostation Rotterdam  - P","31cp0234-001.MON",05-06-2014 13:00,08-10-2014 06:00,124,2994
31CP0234,B31C0234,1,B31C0234/001,-0.42,21.4,23.4,H6371,-0.42,10.06,"Meteostation Rotterdam  - P","31cp0234-001_150319071119_H6371.MON",08-10-2014 07:00,19-03-2015 06:00,161,3888
31CP0234,B31C0234,1,B31C0234/001,-0.42,21.4,23.4,G3118,-0.42,10.06,"Meteostation Rotterdam  - P","b31c0234-001_170120135031_G3118.MON",21-10-2016 09:00,20-01-2017 12:00,91,2188
31CP0234,B31C0234,2,B31C0234/002,-0.43,40.45,42.45,H6714,-0.43,10.08,"Meteostation Rotterdam  - P","31CP0234-002.MON",21-02-2012 13:00,19-04-2013 07:00,422,10147
31CP0234,B31C0234,2,B31C0234/002,-0.43,40.45,42.45,H6714,-0.43,10.08,"Meteostation Rotterdam  - P","31CP0234-002.MON",19-04-2013 08:00,13-09-2013 10:00,147,3531
31CP0234,B31C0234,2,B31C0234/002,-0.43,40.45,42.45,P5982,-0.43,10.08,"Meteostation Rotterdam  - P","31cp0234-002_140202224038_P5982.MON",13-09-2013 11:00,29-01-2014 13:00,138,3315
31CP0234,B31C0234,2,B31C0234/002,-0.43,40.45,42.45,P5982,-0.43,10.08,"Meteostation Rotterdam  - P","31cp0234-002.MON",29-01-2014 14:00,05-06-2014 12:00,126,3047
31CP0234,B31C0234,2,B31C0234/002,-0.43,40.45,42.45,P5982,-0.43,10.08,"Meteostation Rotterdam  - P","31cp0234-002.MON",05-06-2014 13:00,08-10-2014 05:00,124,2993
31CP0234,B31C0234,2,B31C0234/002,-0.43,40.45,42.45,P5982,-0.43,10.08,"Meteostation Rotterdam  - P","31cp0234-002_150319071323_P5982.MON",08-10-2014 07:00,19-03-2015 06:00,161,3888
31CP0234,B31C0234,2,B31C0234/002,-0.43,40.45,42.45,P5982,-0.43,10.08,"Meteostation Rotterdam  - P","31cp0234-002_P5982_151118115707.MON",18-06-2015 15:00,18-11-2015 11:00,152,3669
31CP0234,B31C0234,3,B31C0234/003,-0.465,75.05,77.05,H6391,-0.465,10.07,"Meteostation Rotterdam  - P","31CP0234-003.MON",21-02-2012 13:00,19-04-2013 07:00,422,10147
31CP0234,B31C0234,3,B31C0234/003,-0.465,75.05,77.05,H6391,-0.465,10.07,"Meteostation Rotterdam  - P","31CP0234-003.MON",19-04-2013 08:00,13-09-2013 10:00,147,3531
31CP0039,B31C0249,1,B31C0249/001,-3.995,7.56,8.56,H6620,-3.995,2.55,"Meteostation Valkenburg  - P","b31c0249-001_H6620_160331193402.MON",15-12-2015 05:00,31-03-2016 17:00,107,2581
31CP0039,B31C0249,1,B31C0249/001,-3.995,7.56,8.56,H6620,-3.995,2.55,"Meteostation Valkenburg  - P","b31c0249-001_H6620_160331194004.MON",15-12-2015 05:00,31-03-2016 17:00,107,2581
31CP0039,B31C0249,1,B31C0249/001,-3.995,7.56,8.56,H6620,-3.995,2.55,"Meteostation Valkenburg  - P","b31c0249-001_161021103414_H6620.MON",31-03-2016 18:00,21-10-2016 08:00,203,4887
31CP0039,B31C0249,1,B31C0249/001,-3.995,7.56,8.56,H6620,-3.995,2.55,"Meteostation Valkenburg  - P","b31c0249-001_170120132318_H6620.MON",21-10-2016 09:00,20-01-2017 12:00,91,2188
31DP0020,B31D0050,2,B31D0050/002,-1.055,35.59,36.59,D9111,-1.055,5.08,"Meteostation Cabauw  - P","b31d0050-002_160331135825_D9111.MON",15-12-2015 05:00,31-03-2016 12:00,107,2576
31DP0020,B31D0050,2,B31D0050/002,-1.055,35.59,36.59,D9111,-1.055,5.08,"Meteostation Cabauw  - P","b31d0050-002_160709112606_D9111.MON",31-03-2016 12:00,09-07-2016 09:00,99,2398
31DP0020,B31D0050,2,B31D0050/002,-1.055,35.59,36.59,D9111,-1.055,5.08,"Meteostation Cabauw  - P","b31d0050-002_161021101349_D9111.MON",09-07-2016 10:00,21-10-2016 08:00,103,2495
31DP0020,B31D0050,2,B31D0050/002,-1.055,35.59,36.59,D9111,-1.055,5.08,"Meteostation Cabauw  - P","b31d0050-002_170119152814_D9111.MON",21-10-2016 09:00,19-01-2017 14:00,90,2166
31DP0060,B31D0060,1,B31D0060/001,-1.751,18.13,19.13,G2825,-1.751,5.09,"Meteostation Cabauw  - P","b31d0060-001_160331142616_G2825.MON",15-12-2015 05:00,31-03-2016 12:00,107,2576
31DP0060,B31D0060,1,B31D0060/001,-1.751,18.13,19.13,G2825,-1.751,5.09,"Meteostation Cabauw  - P","b31d0060-001_161021103637_G2825.MON",09-07-2016 10:00,21-10-2016 08:00,103,2495
31DP0060,B31D0060,1,B31D0060/001,-1.751,18.13,19.13,G2825,-1.751,5.09,"Meteostation Cabauw  - P","b31d0060-001_170119150126_G2825.MON",21-10-2016 09:00,19-01-2017 14:00,90,2166
31DP0060,B31D0060,1,B31D0060/001,-1.751,18.13,19.13,G2825,-1.751,5.09,"Meteostation Cabauw  - P","b31d0060-001_170119150140_G2825.MON",21-10-2016 09:00,19-01-2017 14:00,90,2166
31DP0063,B31D0063,1,B31D0063/001,-0.906,17.96,18.96,P0257,-0.906,5.056,"Meteostation Cabauw  - P","31DP0063-001.MON",18-04-2013 14:00,13-09-2013 06:00,147,3545
31DP0063,B31D0063,1,B31D0063/001,-0.906,17.96,18.96,P0257,-0.906,5.056,"Meteostation Cabauw  - P","31dp0063-001_140202224038_P0257.MON",13-09-2013 07:00,29-01-2014 11:00,138,3317
31DP0063,B31D0063,1,B31D0063/001,-0.906,17.96,18.96,P0257,-0.906,5.056,"Meteostation Cabauw  - P","31dp0063-001.MON",29-01-2014 12:00,05-06-2014 10:00,126,3047
31DP0063,B31D0063,1,B31D0063/001,-0.906,17.96,18.96,P0257,-0.906,5.056,"Meteostation Cabauw  - P","31dp0063-001.MON",05-06-2014 11:00,08-10-2014 05:00,124,2995
31DP0063,B31D0063,1,B31D0063/001,-0.906,17.96,18.96,P5955,-0.906,5.056,"Meteostation Cabauw  - P","31dp0063-001_160331180553_P5955.MON",08-10-2015 11:00,31-03-2016 16:00,175,4206
31DP0063,B31D0063,1,B31D0063/001,-0.906,17.96,18.96,P5955,-0.906,5.056,"Meteostation Cabauw  - P","b31d0063-001_161021075220_P5955.MON",09-07-2016 07:00,21-10-2016 05:00,103,2495
